6239 = number of voxels
82 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...0] (if zero then not included in any ROI)
-5,10,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,31
-5,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
-5,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
-5,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-5,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-5,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,31
-5,45,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-5,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-5,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,23
-5,60,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,23
0,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,45
0,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,45
0,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,45
0,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,45
0,-70,25,Occipital Lobe,Precuneus,Brodmann area 31,45
0,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,45
0,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,67
0,-55,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,67
0,-50,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,35
0,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
0,-40,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
0,-35,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,35
0,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,31
0,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
0,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
0,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
0,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
0,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
5,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,46
5,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,46
5,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,46
5,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,46
5,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,46
5,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,46
5,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,68
5,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,68
5,-55,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,68
5,-50,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,68
5,-45,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,36
5,-40,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,36
5,-35,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,36
5,-30,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,36
5,10,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,32
5,15,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,32
5,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,32
5,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,32
5,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
5,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
5,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
5,45,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
5,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
5,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,24
5,60,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,24
10,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,46
10,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,46
10,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,46
10,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,46
10,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,46
10,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,68
10,-60,25,Occipital Lobe,Precuneus,Brodmann area 31,68
10,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,32
10,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
10,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
10,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
10,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,24
15,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,50
15,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,50
15,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,46
15,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,46
15,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,46
15,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,46
15,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,68
15,-60,25,Occipital Lobe,Precuneus,Brodmann area 31,68
15,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,68
15,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
15,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
15,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
15,60,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
20,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,50
20,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,50
20,-80,25,Occipital Lobe,Precuneus,Brodmann area 31,50
20,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,68
20,35,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
20,55,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
20,60,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
25,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,50
25,-85,25,Occipital Lobe,Cuneus,Brodmann area 31,50
25,45,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,8
25,50,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
25,55,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
30,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,52
30,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,52
30,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
30,50,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
30,55,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
35,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,52
35,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,52
35,-75,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,52
35,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,52
35,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,66
35,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
35,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
35,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,8
40,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,52
40,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,52
40,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,52
40,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,52
40,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,66
40,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,66
40,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
40,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,8
40,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,8
45,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,52
45,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,52
45,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,52
45,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,66
45,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,66
45,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,18
45,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,14
45,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,14
45,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,14
50,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,52
50,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,52
50,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,66
50,-50,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,66
50,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
50,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,58
50,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,2
50,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,14
50,20,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,14
50,25,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,14
50,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,14
55,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,52
55,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,66
55,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,66
55,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
55,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
55,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
55,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,58
55,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,58
55,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,12
55,20,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,14
55,25,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,14
60,-55,25,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,66
60,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,66
60,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
60,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
60,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
60,-10,25,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
60,0,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,58
60,5,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,2
60,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,2
65,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,74
65,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
65,-40,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
65,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
65,-25,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,64
65,-15,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,64
65,-10,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
65,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,58
-65,-45,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-65,-40,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-35,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-25,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-65,-20,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,63
-65,-15,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-65,-10,30,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-65,-5,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,57
-60,-55,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-60,-50,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-60,-45,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-60,-40,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-60,-35,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-60,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-60,-25,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-60,-20,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-60,-15,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-60,-10,30,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-60,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-60,5,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-60,10,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,1
-55,-65,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 39,65
-55,-60,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,65
-55,-55,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,65
-55,-50,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-55,-45,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-55,-40,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,63
-55,-35,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-55,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-55,-25,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-55,-20,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-55,-15,30,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-55,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-55,5,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,1
-55,15,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,13
-55,20,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 9,13
-50,-75,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,65
-50,-70,30,Parietal Lobe,Angular Gyrus,Brodmann area 39,65
-50,-65,30,Parietal Lobe,Angular Gyrus,Brodmann area 39,65
-50,-60,30,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-50,-55,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,65
-50,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-50,-25,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,63
-50,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-50,5,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,1
-50,10,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,11
-50,15,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 9,13
-45,-80,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,51
-45,-75,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,51
-45,-70,30,Parietal Lobe,Angular Gyrus,Brodmann area 39,65
-45,-60,30,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-45,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,63
-45,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-45,5,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,11
-45,10,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,11
-40,-85,30,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,51
-40,-80,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,51
-40,-60,30,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,65
-40,-30,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,63
-40,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-40,45,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-35,-85,30,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,51
-35,-80,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,51
-35,-60,30,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,51
-35,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-35,5,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,11
-35,45,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-35,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-30,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,51
-30,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,51
-30,-60,30,Temporal Lobe,Sub-Gyral,Brodmann area 39,51
-30,35,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 9,7
-30,40,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 9,7
-30,45,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,7
-30,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-25,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,49
-25,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,49
-25,45,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-25,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-25,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-20,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,49
-20,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,49
-20,-80,30,Occipital Lobe,Cuneus,Brodmann area 7,49
-20,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,49
-20,-45,30,Parietal Lobe,Precuneus,Brodmann area 31,33
-20,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,3
-20,45,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,7
-20,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,3
-15,-95,30,Occipital Lobe,Cuneus,Brodmann area 19,49
-15,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,49
-15,-80,30,Occipital Lobe,Cuneus,Brodmann area 7,49
-15,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,49
-15,-70,30,Parietal Lobe,Precuneus,Brodmann area 7,49
-15,-60,30,Limbic Lobe,Precuneus,Brodmann area 31,45
-15,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
-15,30,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,31
-15,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-15,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,3
-15,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,3
-10,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,45
-10,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,45
-10,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,45
-10,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,45
-10,-60,30,Occipital Lobe,Precuneus,Brodmann area 31,67
-10,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,67
-10,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,35
-10,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
-10,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,33
-10,25,30,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-10,30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,31
-10,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,31
-10,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-10,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-10,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,23
-10,60,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,23
-5,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,45
-5,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,45
-5,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,45
-5,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,45
-5,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,45
-5,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-60,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,67
-5,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,35
-5,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
-5,-40,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
-5,-35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,35
-5,-30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,35
-5,-25,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,33
-5,-20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,33
-5,-15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,33
-5,-10,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,33
-5,-5,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,33
-5,0,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,31
-5,10,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,31
-5,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,31
-5,20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,31
-5,25,30,Limbic Lobe,Anterior Cingulate,Brodmann area 24,31
-5,30,30,Limbic Lobe,Anterior Cingulate,Brodmann area 32,31
-5,35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,31
-5,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-5,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-5,50,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
-5,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,23
-5,60,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,23
0,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,45
0,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,45
0,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,45
0,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,67
0,-60,30,Parietal Lobe,Precuneus,Brodmann area 7,67
0,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,67
0,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,35
0,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
0,-40,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,35
0,-35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,35
0,-30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,34
0,-25,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,34
0,-20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,34
0,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,31
0,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
0,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
0,50,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,23
5,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,46
5,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,46
5,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,46
5,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,46
5,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,46
5,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-60,30,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,68
5,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,36
5,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,36
5,-40,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,36
5,-35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,36
5,-30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,34
5,-25,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,34
5,-20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,34
5,-15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,34
5,-10,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,34
5,-5,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,34
5,0,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,34
5,5,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,32
5,10,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,32
5,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,32
5,20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,32
5,25,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,32
5,30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,32
5,35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,32
5,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
5,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
5,50,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,24
5,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,24
5,60,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,24
10,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,46
10,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,46
10,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,46
10,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,46
10,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,68
10,-60,30,Occipital Lobe,Precuneus,Brodmann area 31,68
10,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,68
10,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,68
10,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,36
10,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,34
10,20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,32
10,25,30,Limbic Lobe,Anterior Cingulate,Brodmann area 32,32
10,30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,32
10,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
10,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,34
10,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,32
10,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,24
